ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
50,0,24,9,1,335.52,335.52,335.52,BALATAS DELANTERAS TORNADO,253.23,253.23
50,0,24,9,1,245.48,245.48,245.48,BOCINAS PARA CLAXON,84.11,84.11
53,0,NULL,61,2,189.66,189.66,379.32,ACEITE SINTETICO 5W50 EDGE,201.65,201.65
54,0,NULL,61,4,189.66,189.66,758.64,ACEITE SINTETICO 5W50 EDGE,201.65,201.65
55,0,118,80,1,41,41,41,RETEN TAPON DE ARBOL DE LEVAS DODGEº,29.51,29.51
55,0,118,80,1,276.46,276.46,276.46,CABLES PARA BUJIAS DODGE 2.2,212.66,212.66
55,0,118,80,4,116.38,116.38,465.52,BALANCIN DE DODGE 2.2 SINRODILLO,105.71,98.94
55,0,118,80,1,232.76,232.76,232.76,EMPAQUE DE PUNTERIAS LIGA,239.66,239.66
55,0,118,80,1,288.79,288.79,288.79,CAJA DE UNIDAD MAGNETICA DOS CAMPANAS,259.25,259.25
55,0,118,80,1,60.34,60.34,60.34,TAPA DE DISTRIBUIDOR DE ENCENDIDO,46.31,46.31
55,0,118,80,1,34.48,34.48,34.48,TOT04 TORNILLOS VARIOS,20,20
55,0,118,80,1,86.2,86.2,86.2,TOT05 CONECTOR ELECTRICO,60,60
56,0,115,73,3,25.86,25.86,77.58,LIQUIDO DE DIRECCION HIDRAHULICA,19.89,19.89
56,0,115,73,1,5760.31,5760.31,5760.31,CREMALLERA DE DIRECCION,4431.01,4431.01
56,0,115,73,1,241.38,241.38,241.38,TOT03 ALINEACION Y BALANCEO,225,225
57,0,122,83,1,758.62,758.62,758.62,SENSOR DE POSICION DE CIGUEÑAL CHEVROLET,583.68,583.68
59,0,123,84,2,6.04,6.04,12.08,GRAPA AUTOMOTRIZ,6.9,6.9
60,0,124,85,1,112.07,112.07,112.07,LIMPIADOR DE INYECTORES PRESURIZADO,78.6,78.6
60,0,124,85,4,25.21,25.21,100.84,BUJIA DE ENCENDIDO COOPER,16.79,16.79
60,0,124,85,1,163.98,163.98,163.98,FILTRO DE AIRE HONDA,126.14,126.14
60,0,124,85,1,89.05,89.05,89.05,FILTRO PARA GASOLINA HONDA,81.6,81.6
61,0,125,86,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
61,0,125,86,3,6.96,6.96,20.88,1034FOCO,2.88,2.88
61,0,125,86,1,462,462,462,GARRAFA DE ACEITE MOPAR 20W50,181.03,181.03
61,0,125,86,1,46.02,46.02,46.02,GP58 FILTRO PARA ACEITE,45.48,45.48
61,0,125,86,1,51.72,51.72,51.72,FILTRO PARA AIRE DODGE GA276,51.57,51.57
61,0,125,86,4,25.17,25.17,100.68,BUJIA DE ENCENDIDO COOPER PLUS,18.39,18.39
61,0,125,86,1,43.55,43.55,43.55,FILTRO PARA GASOLINA SHADOW,69.68,69.68
61,0,125,86,2,6.48,6.48,12.96,ABRAZADERA SIN FIN,6.35,6.35
61,0,125,86,2,2.6,2.6,5.2,FUSIBLE,2,2
61,0,125,86,1,57.2,57.2,57.2,MANGUERA 5/8 REFORZADA,44,44
62,0,126,87,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
62,0,126,87,1,38.79,38.79,38.79,ML1008 FILTRO PARA ACEITE,38.27,38.27
63,0,127,88,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
63,0,127,88,1,462,462,462,GARRAFA DE ACEITE MOPAR 20W50,181.03,181.03
63,0,127,88,1,60.35,60.35,60.35,GP81 FILTRO PARA ACEITE,52.12,49.92
32,0,108,10,2,51.73,51.73,103.46,LIQUIDO DE FRENO DOT4,39.79,39.79
